year;month;revenue
2024;6;29373132
2024;4;18771699
2023;3;15369839
2023;2;22178256
2024;5;15246752
2024;1;50576859
2023;7;55814826
2023;10;51803094
2024;9;101592980
2024;1;54288330
2024;1;17357136
2023;11;16835591
2023;12;40692624
2023;1;42630630
2024;2;119234437
2024;3;29135654
2023;12;25085514
2023;12;34213228
2024;7;109745634
2024;11;70394316
2024;7;33670320
2024;9;19159940
2023;11;109504614
2023;5;17075362
2023;1;104034810
2023;7;23936810
2023;3;85978505
2024;11;40713950
2024;1;97694075
2024;6;8310482
2024;5;24169685
2024;7;89969915
2024;9;7602408
2024;10;128556897
2024;11;15493096
2023;6;36753870
2024;7;15885074
2023;2;44740146
2023;8;40933320
2024;2;53888205
2023;6;12635676
2024;6;139315715
2024;5;15495625
2023;8;18195684
2024;5;15219588
2023;7;34650500
2023;11;39614250
2023;6;73460716
2023;12;20058312
2023;12;8388646
2024;4;34258336
2024;3;86202280
2024;7;19601486
2024;5;46925990
2024;7;19405563
2024;4;26545953
2023;4;48088284
2023;9;18367906
2024;1;44656437
2024;6;35037752
2024;3;19969382
2024;7;85768160
2023;12;53318937
2023;6;34986702
2023;6;58784925
2023;10;8474588
2024;4;25520082
2023;2;33701596
2023;4;99523134
2024;8;46450542
2023;7;34351668
2023;3;13330785
2023;11;11137400
2024;11;4366574
2023;12;17992976
2023;12;28171866
2024;4;54092549
2023;9;9850948
2024;8;81623664
2023;2;14551689
2023;3;36159182
2023;12;17998189
2023;4;50789253
2024;8;127690353
2024;7;39710168
2023;12;115620197
2024;9;40625746
2023;4;46317940
2024;9;15526694
2023;8;40626015
2023;6;36907724
2023;10;17816941
2023;11;22122964
2023;5;16245028
2024;12;79919176
2024;12;33514010
2024;9;35865030
2024;2;90368500
2023;12;29774538
2023;8;18653152
2023;9;89458770
2024;11;6438828
2023;3;43680189
2024;6;116226810
2024;4;143164448
2023;7;33520316
2023;8;68602400
2024;1;14848020
2024;2;99049650
2024;3;16246836
2023;7;29155736
2024;6;46254675
2024;7;118495290
2023;6;17646507
2023;6;35517960
2023;8;60400032
2023;7;39721300
2024;3;59710728
2024;10;18074947
2024;10;106209354
2024;12;117230478
2023;12;106899762
2024;10;55484886
2024;5;75538060
2023;12;103489710
2023;7;71864644
2024;7;90034835
2024;3;46377300
2024;3;21748275
2023;3;17506141
2024;10;36073616
2023;6;17220842
2023;11;17487434
2023;2;50267220
2024;1;23150390
2023;3;66441368
2024;4;39876921
2023;9;61005966
2023;4;8761276
2024;11;27628385
2023;2;39177055
2024;5;83434175
2024;8;35617902
2023;8;14865428
2023;8;41097850
2023;5;92287326
2023;7;18597201
2024;3;33112798
2023;5;74931595
2024;6;102871266
2024;1;45568053
2024;11;4117323
2023;4;36284628
2024;2;33368570
2023;11;18935562
2023;1;42580321
2023;9;16646174
2024;9;104643222
2023;11;103034862
2023;11;30246699
2024;9;101013204
2024;5;61254579
2024;1;39620390
2024;12;73804064
2023;12;35177592
2024;7;103387718
2023;8;38880720
2024;9;8076362
2024;2;41629450
2023;11;119242732
2024;4;50892444
2023;2;68279448
2024;2;9097156
2023;3;119262516
2023;4;18047556
2024;6;25842621
2024;2;35149062
2023;9;119474481
2023;11;44657430
2024;9;40552477
2024;1;66751096
2023;2;38064180
2023;11;36706506
2023;9;18077632
2023;11;24434037
2024;7;17996514
2023;7;34497070
2023;11;58310322
2024;2;17670006
2024;2;19286502
2024;8;38611950
2023;9;107398130
2023;9;27082716
2024;9;98066740
2023;8;79186088
2024;9;36064938
2024;8;77049330
2023;3;51360798
2024;4;35848346
2023;6;20359422
2024;7;116676126
2024;12;4094379
2024;7;34903370
2023;12;17853484
2024;12;9187336
2023;9;44597820
2024;1;55377492
2024;11;43543885
2023;8;102079480
2024;10;87708100
2024;10;92292655
2023;12;97505680
2024;2;25616082
2024;9;41809570
2023;3;26856417
2023;4;39588732
2023;11;15018622
2024;1;19035942
2024;3;116420360
2023;5;54757759
2024;1;17896146
2024;8;103796160
2024;7;16825548
2023;1;28715255
2024;9;17028621
2023;3;26352186
2024;2;138695585
2023;6;66480444
2024;6;90880968
2024;8;55486443
2024;3;121013316
2024;10;14420409
2024;11;16996667
2023;1;110454192
2023;9;16311846
2024;8;23732352
2023;2;68335896
2023;4;103244124
2023;3;12024938
2023;6;31504396
2023;5;4749882
2023;8;53019732
2023;3;60359922
2024;1;52643730
2024;9;18447728
2023;5;56172816
2023;12;28453284
2023;6;68143868
2024;1;52066878
2023;2;44760366
2023;4;12628071
2023;3;51417804
2023;7;24593985
2023;3;36301684
2023;1;5684046
2023;12;66097692
2023;12;9641730
2023;4;17197764
2023;2;88341620
2024;9;20493933
2023;10;8354062
2023;7;49902918
2024;12;48021186
2023;12;67917200
2023;3;60228424
2024;9;24358330
2024;9;33491424
2024;12;16759100
2024;7;17459248
2024;1;12109329
2024;7;34866548
2023;1;54149102
2024;5;89132316
2024;11;41222110
2024;11;99033654
2023;3;138970790
2023;10;11625174
2023;3;30859848
2024;12;19534062
2023;6;141090264
2024;10;9378076
2023;11;53606106
2023;7;66768988
2023;8;15410791
2023;3;27833976
2023;6;18478240
2023;9;12151376
2023;8;72212260
2024;12;104342910
2024;2;102291744
2024;8;4143446
2023;8;8534390
2023;12;38651016
2023;9;16860837
2024;5;19289952
2024;2;7628127
2024;11;121656724
2024;6;52509627
2024;8;100203594
2023;6;78667824
2024;4;8175550
2024;1;8780956
2023;3;8270996
2024;1;27344295
2024;12;39977032
2023;6;53895642
2023;2;55447140
2024;12;41234040
2024;9;16535949
2024;8;74952875
2023;2;73556920
2024;11;4003896
2024;10;35993700
2024;11;12531884
2023;3;16028140
2024;10;8194610
2024;1;23868510
2024;3;107995110
2023;10;24697050
2024;8;15114448
2023;4;5576367
2024;10;60780146
2024;8;79376532
2024;5;5939157
2024;4;64487941
2023;6;61923980
2023;7;39942910
2024;11;83678055
2023;12;92615250
2023;3;17065840
2024;1;8204096
2024;8;19527673
2024;5;4035565
2024;3;128267370
2023;3;18399828
2023;8;18417486
2023;9;67827292
2023;11;75194950
2023;8;101950702
2024;6;54947454
2024;9;15634700
2023;2;120894613
2024;10;22185725
2023;11;36511384
2023;2;102002796
2024;3;91112874
2024;6;52706801
2023;10;44587004
2023;7;69197492
2024;1;58789413
2024;1;69276580
2023;1;47085280
2024;5;23148330
2023;9;25563198
2023;12;24713550
2024;5;50350068
2023;9;127942787
2024;11;128594011
2024;7;32342324
2024;10;59318724
2024;11;86951030
2023;3;16615188
2024;6;71042496
2023;8;27257304
2024;2;50643207
2023;11;23255730
2024;12;8816372
2023;6;100242320
2024;11;128009651
2023;12;14647042
2024;10;15665812
2023;9;41353670
2024;1;16730062
2023;3;44055858
2024;11;58009956
2023;4;8187947
2023;3;107791061
2024;1;118358952
2024;3;81294592
2023;9;19596628
2024;12;60863322
2023;1;37669152
2023;7;31708705
2023;4;87054546
2023;4;24639870
2024;7;36374946
2024;10;17283721
2024;8;58673096
2023;5;16220872
2024;11;8354528
2024;11;18013286
2024;10;8213478
2023;10;17974478
2023;7;27801237
2024;1;5625760
2023;9;24831310
2023;5;15188300
2024;4;136773735
2023;5;53039154
2024;7;37703000
2023;9;20135394
2024;12;43437815
2023;6;47128380
2023;6;121545186
2024;10;22699386
2024;11;19675988
2024;4;17906481
2024;7;124843075
2023;1;9236614
2023;11;91288290
2024;4;72224248
2024;10;15499608
2023;11;8539460
2023;9;18778236
2023;2;30570910
2023;9;126327621
2024;11;43987683
2023;2;138225759
2023;9;24491388
2024;9;55775382
2024;3;136636143
2023;12;17581166
2024;10;42374005
2023;5;16509342
2023;8;40305160
2023;6;31019928
2023;2;56217777
2023;2;16768444
2023;6;9120221
2024;4;141082179
2024;6;16707524
2024;7;105147354
2024;6;51857346
2023;3;74615520
2024;12;48240054
2023;1;24099978
2024;12;45309243
2023;2;50369856
2024;5;41891612
2024;6;103794216
2023;6;31435625
2024;7;17734889
2023;8;17097555
2024;3;58658892
2024;5;100872590
2023;3;117902834
2024;11;142191105
2023;11;125356518
2024;11;53793591
2023;4;25255998
2023;5;30404460
2024;11;87023810
2024;9;17326320
2024;7;17984750
2024;7;39072530
2024;6;9004240
2023;2;69635876
2023;9;35136630
2023;5;53053320
2024;9;33948760
2024;1;17069179
2023;11;9997014
2024;6;5552909
2024;11;5941472
2023;11;34650162
2024;6;39174432
2023;5;64728405
2023;3;19163096
2024;9;20247983
2024;7;89917752
2023;5;18405400
2023;3;8591916
2023;2;70561340
2023;7;40694104
2023;4;30428092
2024;8;17604078
2023;9;17862056
2024;8;19009696
2023;2;110396142
2024;6;37907635
2024;4;39624246
2024;4;123434801
2023;7;31121175
2024;10;19454716
2024;2;79649840
2023;11;17297952
2023;6;19596076
2023;5;43970864
2024;6;28130382
2023;12;67114904
2024;5;127563072
2023;8;51274824
2024;10;59989803
2023;3;36584478
2024;12;53911725
2023;4;7520488
2023;9;128104214
2024;9;33806428
2024;7;30068764
2023;9;20051422
2023;8;67832116
2024;5;8393562
2023;5;7995194
2023;6;14829187
2023;8;56568024
2024;3;74601195
2024;1;32309116
2024;11;50935128
2023;7;58886367
2023;12;66081080
2023;2;89513285
2023;10;116632075
2023;8;29136115
2024;8;120635922
2023;4;11456178
2024;5;16553600
2023;10;9174901
2024;8;52991764
2023;1;45993774
2024;8;22697355
2024;7;34767586
2023;5;42527702
2024;12;35144062
2023;12;9994468
2024;9;53201556
2023;11;106470364
2024;12;19830913
2023;11;102396990
2024;5;12320367
2023;9;25153671
2023;11;17382764
2023;10;37663480
2023;11;34757088
2024;3;21748660
2023;5;87675060
2023;9;103167798
2024;9;18473449
2024;10;43992921
2023;9;22475300
2024;7;119971674
2024;6;120534127
2024;10;9479212
2024;7;119861322
2023;5;83866850
2023;9;17574216
2023;4;69106364
2024;7;29315732
2023;3;71293572
2023;8;23735715
2024;12;8789397
2024;2;12799866
2024;7;80995348
2024;3;102179710
2024;10;128866990
2024;6;12566062
2023;5;40283678
2023;1;109551852
2024;10;43535310
2023;9;83407720
2023;3;108023868
2023;12;29038219
2023;11;121782936
2023;10;59870559
2024;5;91046568
2023;12;5765792
2024;8;59487320
2024;4;31929392
2024;8;73129324
2024;12;28190225
2024;9;47181505
2024;7;28093005
2024;4;33383912
2024;2;115630522
2024;8;59044182
2024;11;43200332
2023;4;19866292
2024;5;42560620
2023;4;17351391
2023;5;38243430
2023;6;103378163
2024;8;80794092
2023;11;32754071
2024;1;52620510
2023;1;26818152
2023;3;11461486
2024;1;60563577
2024;6;34688124
2023;5;35636200
2024;9;97748805
2024;3;121418484
2023;12;101061015
2024;3;50684085
2023;9;125712496
2024;10;66298304
2023;11;55964860
2023;4;115537149
2023;6;46690740
2024;6;30400060
2023;8;41548845
2023;11;38863590
2023;11;14470596
2023;6;101474470
2023;1;16594992
2024;5;121144884
2024;8;45250272
2024;2;13013241
2024;8;67251292
2023;12;45201186
2024;8;20265480
2023;9;33112538
2023;11;9731006
2023;1;18411001
2023;4;61124268
2023;10;26662932
2024;6;28793541
2023;12;17337856
2023;1;104043894
2023;2;7724784
2024;11;45497310
2024;8;50854896
2023;3;120251712
2024;5;9332560
2023;12;61805624
2024;5;98890430
2024;3;12438492
2024;8;30729748
2024;3;51000396
2023;3;14917838
2024;1;40585700
2023;5;14920074
2024;2;60490864
2024;5;50411916
2024;6;99389496
2023;9;33123074
2023;1;57641199
2023;7;126047285
2024;6;17731132
2024;1;30855520
2023;3;46354728
2024;5;18939220
2024;5;53905999
2024;2;122534804
2024;6;123639761
2024;2;104904876
2023;3;87303300
2023;3;55385052
2024;7;47466720
2023;8;29942694
2024;10;45181956
2023;6;16694270
2024;8;17579710
2023;9;12543542
2023;6;142103563
2024;5;25573508
2024;1;45732835
2024;3;64342292
2023;5;108276096
2024;9;8192642
2023;3;12214740
2024;6;105082957
2023;9;40789108
2023;4;69198876
2023;12;9440184
2024;9;16215654
2024;8;34238364
2024;4;16708724
2023;4;104785415
2023;3;50360916
2023;12;22862225
2023;5;44653299
2023;2;41637491
2023;11;55308228
2024;10;13341099
2023;6;54283974
2024;5;73840596
2024;5;11949968
2023;1;30943490
2024;4;122505544
2024;6;9036958
2024;12;97958840
2023;9;24576465
2024;3;8202747
2023;8;18213140
2023;1;16629994
2023;7;55489578
2024;12;60138099
2023;1;44858244
2024;12;105868448
2023;3;36583840
2024;8;29039570
2023;7;23392895
2023;4;76301295
2024;4;43657520
2024;4;28870240
2024;12;39946030
2024;7;13994544
2024;9;22671385
2024;3;6315082
2024;3;17026743
2024;2;61844724
2023;1;47213922
2023;8;73845235
2023;7;33821322
2024;9;48011316
2024;6;8172968
2024;8;26022162
2024;10;103437672
2024;5;18194526
2023;7;30327310
2024;2;5677903
2024;10;81786844
2024;3;13318179
2023;9;8540402
2024;10;11386278
2024;5;51950448
2023;3;17901124
2024;2;40622654
2024;5;67561512
2023;1;30106896
2024;9;9491390
2023;11;106895460
2023;11;17840636
2024;8;44308390
2024;12;52487913
2024;3;36406476
2023;8;25366176
2024;2;58497775
2023;2;4491798
2023;6;35624158
2024;7;6145780
2024;5;75145380
2024;7;16528832
2024;1;54586805
2024;9;6327496
2023;2;60381472
2023;5;102305485
2023;11;73036616
2024;9;18048148
2023;11;68824304
2024;9;12711006
2023;3;8460133
2024;8;5967112
2023;12;17459468
2023;8;47362092
2024;11;59454176
2024;4;59421423
2024;9;35840172
2024;1;106777097
2024;10;33743270
2024;5;71650668
2023;2;25036257
2024;12;9332933
2024;2;31611167
2023;4;45433812
2024;8;34935142
2023;5;19550508
2023;1;44333085
2023;9;17719902
2023;12;45388848
2023;3;46509685
2024;12;78355060
2023;8;36335260
2023;3;43395009
2024;11;33160526
2024;2;21424325
2024;6;89447215
2024;4;118756344
2024;8;31039472
2024;9;75692545
2024;9;123751852
2024;3;17229809
2024;10;102955475
2024;5;74744255
2023;11;34475518
2024;11;18331490
2024;1;50569530
2024;6;68292924
2024;9;119414897
2023;4;34890444
2023;12;15075170
2023;4;117998262
2023;6;43373330
2023;12;33184236
2023;6;17060066
2024;6;70327032
2023;11;30098172
2023;1;23570646
2023;6;48899262
2023;5;24065780
2024;8;52658074
2024;1;69954836
2023;1;33873852
2023;10;59635392
2023;4;16367326
2024;4;42366080
2023;7;40328700
2024;6;30432832
2024;12;51974139
2023;12;14018859
2024;2;45658002
2023;11;102118945
2023;3;21049305
2024;5;118808358
2024;10;11051610
2024;7;12192286
2024;1;31365968
2023;11;120639526
2024;1;19537999
2024;5;30685850
2024;10;36428736
2023;4;25121766
2024;7;58108358
2024;3;25524486
2024;5;17940213
2023;7;117383610
2023;7;24557148
2024;11;42388325
2024;8;107302746
2023;7;6332928
2023;10;35044572
2023;11;18719004
2023;11;8615224
2023;10;12353570
2023;9;54054711
2023;12;46160136
2024;2;23300715
2024;9;17820540
2023;6;53643102
2024;10;115765454
2024;8;66306023
2023;9;37392510
2023;1;106827780
2023;8;27299772
2024;3;119188433
2023;1;19835295
2024;7;55883156
2024;2;18091408
2023;8;87292830
2023;8;101904498
2024;5;49840779
2024;3;8778569
2024;4;33450900
2023;6;30180087
2023;7;30299297
2023;2;29304462
2023;9;37902516
2024;11;98202135
2023;6;30926702
2024;4;101942230
2023;6;44458038
2024;8;40746853
2023;4;61758305
2024;12;41126533
2024;3;109197654
2023;9;19798965
2023;7;31053825
2024;10;15075682
2023;5;34568460
2023;2;91375560
2024;3;74302725
2024;8;44303997
2024;1;29707554
2023;3;60359082
2024;6;23332578
2023;8;52595820
2024;7;49402920
2024;2;115977421
2024;11;8905022
2023;4;43015725
2023;11;120713075
2024;10;107182350
2023;2;14039409
2024;10;32100831
2024;5;40861450
2024;12;37587252
2023;3;17905472
2024;3;17370229
2023;5;34184254
2023;11;40556026
2023;9;6457950
2023;4;24814240
2024;12;12433458
2023;8;7920359
2023;12;58274444
2024;9;91311888
2024;6;18234636
2023;7;23198715
2023;8;17217969
2023;3;53595816
2023;11;45455592
2024;4;17968720
2023;6;18997035
2024;11;16800357
2024;7;12847788
2024;7;74934260
2024;8;8242376
2024;1;48244716
2023;10;119837459
2024;8;34109682
2023;4;50610279
2023;9;40139544
2023;11;17726817
2023;8;56723583
2024;7;36859324
2024;7;102498414
2023;1;8600801
2023;9;34724700
2023;3;18211597
2023;8;45272870
2024;7;35066358
2024;8;7532272
2023;5;9431324
2023;12;15465932
2024;7;36846772
2024;1;12638164
2023;8;8435286
2023;6;18799419
2024;7;117082566
2024;8;19918796
2024;2;87078336
2023;12;15375886
2024;8;14600082
2024;10;87880842
2024;2;29237220
2024;4;34219420
2023;10;12403796
2023;8;90989376
2023;1;26137524
2024;1;30936213
2024;4;33378902
2024;5;137491578
2023;7;102153360
2024;2;46410030
2023;4;59139339
2023;7;118905556
2023;1;23022910
2023;11;36803788
2024;10;38374590
2023;8;15491392
2024;4;24449724
2024;1;24954396
2024;7;63562506
2024;3;63323288
2023;4;122083535
2024;5;102472930
2024;12;108827088
2024;12;22692895
2023;11;16629782
2024;6;12539781
2024;2;39776030
2023;10;34872980
2024;2;16808800
2024;3;44968140
2024;3;100819908
2024;5;8698133
2024;1;16659801
2024;4;108537942
2024;3;85176605
2024;6;17040494
2023;8;16309706
2024;5;26717220
2024;4;17058306
2023;9;64448216
2024;9;90464382
2024;4;77236240
2023;2;4419206
2023;11;107137866
2024;8;6349889
2023;10;31792376
2023;1;22618805
2024;5;75746050
2023;9;16913227
2023;5;6461764
2024;8;12003818
2024;5;25380280
2024;2;34782080
2024;6;31082394
2024;7;16205744
2024;9;92911176
2024;12;54503449
2024;9;102742668
2024;9;50997732
2023;1;33771424
2024;6;17801313
2024;9;25178124
2023;6;35767116
2023;4;61945247
2023;6;18237849
2024;12;123682083
2024;10;68884008
2024;9;83350705
2023;3;29219996
2023;7;29229488
2023;3;11412200
2023;11;137031699
2024;2;40137906
2023;5;9301225
2023;11;56480748
2024;5;103039517
2024;11;45383688
2024;8;20297620
2023;1;74765625
2024;8;29116080
2023;10;15499332
2024;11;34156996
2023;12;70195336
2024;1;6131813
2024;5;25672376
2023;8;76491610
2023;5;23441790
2023;6;36321036
2024;12;54692934
2023;2;66413340
2023;5;52877142
2024;8;127968638
2023;1;106863015
2024;4;35389138
2023;7;63025550
2024;9;67635840
2024;5;121207569
2024;6;87156095
2023;7;19981606
2023;6;104646180
2023;8;105697081
2024;4;30958312
2024;10;8174818
2023;11;50233110
2023;5;17110904
2023;5;17211744
2023;2;23078368
2023;3;38077625
2024;9;107459730
2023;8;69984116
2023;5;17751960
2024;2;127449931
2024;7;42259161
2024;9;16535302
2023;8;23070305
2024;6;27137514
2023;10;35103200
2023;6;45391386
2023;11;36292290
2023;12;8904071
2023;2;22828752
2023;4;88153310
2023;8;120717597
2023;10;44861247
2024;4;54844995
2023;11;103930848
2023;9;65272158
2024;1;29015208
2024;5;36040124
2024;10;74406650
2023;6;12991250
2024;5;30418678
2024;11;7645120
2023;9;6074190
2023;7;72428440
2024;9;23974100
2024;5;14765784
2024;4;8817698
2024;3;29275050
2024;8;23442255
2024;11;14887198
2023;4;100029610
2023;4;9348816
2024;4;62959050
2024;5;142348388
2024;2;36516108
2024;8;17899058
2024;4;127846145
2024;2;80988204
2023;2;19897587
2023;6;32295040
2024;5;16532688
2023;11;13431873
2024;9;9394435
2024;12;44243202
2023;8;75910890
2024;12;17332415
2024;4;56641170
2024;11;125468189
2023;7;61348296
2024;5;17160774
2023;1;38447718
2024;4;14354649
2024;11;29866228
2023;10;19176476
2024;9;40312255
2023;8;26034069
2024;2;44154030
2024;6;62368376
2024;4;72839310
2024;10;110123508
2024;5;45155159
2023;5;81948636
2024;6;92727654
2024;5;16311982
2024;2;11266436
2024;9;70105916
2024;7;35720220
2024;3;105255576
2024;5;36494314
2024;7;33566742
2023;10;28041738
2024;7;17737634
2024;10;37863585
2023;10;103538869
2023;7;100659672
2023;6;8289193
2023;11;76734750
2023;1;17988686
2023;10;17483630
2023;11;52419312
2023;6;17166442
2023;1;41370910
2023;9;74671080
2024;6;19539002
2023;12;42703570
2023;2;30480535
2023;9;49884738
2023;5;18449348
2024;1;11928546
2024;11;15454586
2024;10;16976423
2024;2;50503368
2023;4;8853096
2023;6;55760256
2023;3;29051582
2023;9;15088925
2023;12;22258804
2024;12;11457670
2023;1;13598679
2024;9;4574320
2024;10;8112944
2023;12;17298958
2023;12;49317168
2024;8;101827355
2023;10;8438304
2024;7;99603558
2023;6;121839990
2024;7;18222696
2024;2;80240612
2024;8;47239620
2024;5;17021907
2024;4;16293408
2024;11;6232189
2024;8;122288892
2023;9;59460030
2023;12;45880314
2023;4;36905186
2023;5;39059002
2023;12;40219851
2024;5;122143086
2024;7;81012188
2024;2;17006700
2024;12;35396400
2023;8;139209112
2024;12;17158614
2024;10;7830568
2024;5;18210028
2023;1;73608404
2024;6;59060196
2024;10;39409528
2024;3;9489663
2024;2;14838753
2024;10;25088552
2023;1;17703824
2024;11;102452990
2023;3;89333590
2023;1;60755028
2024;3;38536414
2024;11;86628500
2024;8;69877852
2024;11;45106419
2024;12;18332610
2024;11;57322587
2023;8;26798364
2024;11;102477942
2024;2;121523262
2024;4;91437078
2023;6;20300580
2023;5;34073324
2023;12;27754986
2023;9;30654724
2024;7;74233385
2023;5;78465040
2024;2;32028370
2024;5;14512826
2024;1;15392073
2023;5;109721556
2023;9;17464365
2023;6;121012548
2024;12;80519032
2023;5;35493750
2023;11;68107536
2023;5;17054259
2024;11;25185714
2024;1;120625740
2023;10;19700943
2023;4;98638735
2023;4;72050032
2024;5;24376644
2023;8;7640368
2024;1;35997128
2024;4;20488961
2024;1;33569632
2024;7;34692876
2024;6;8806850
2024;9;57097922
2024;11;62881112
2023;11;54385026
2023;9;17123730
2023;4;23036840
2024;1;84183385
2023;10;28277154
2024;5;60083655
2023;8;16488632
2023;12;97686910
2024;8;29581690
2023;1;53643772
2023;8;37903036
2023;10;5713152
2024;3;106002690
2023;5;60573072
2024;9;45133485
2024;4;40358208
2024;2;20207925
2024;5;17526921
2024;8;140056574
2023;5;98323470
2023;9;79525516
2024;5;27504372
2023;1;44899715
2023;3;34918020
2023;10;62332634
2024;2;89872608
2023;9;121392628
2023;5;40069322
2023;7;59718489
2023;5;50662617
2023;11;43211510
2023;11;30106435
2023;8;12407668
2024;6;69653848
2023;12;30005670
2023;11;20025310
2024;7;140234395
2024;5;17620121
2024;10;140510699
2024;8;23589033
2023;6;17989488
2024;7;51288180
2023;9;82968535
2023;6;91501500
2024;1;52629336
2024;7;14817165
2023;8;19117863
2023;3;31082254
2023;4;47687946
2023;9;124544245
2024;6;6031143
2023;12;53852718
2024;12;78512264
2023;3;41036075
2023;10;11266022
2023;10;21758360
2023;6;23083620
2023;8;31589812
2023;7;89301085
2024;12;4623187
2024;6;23990545
2023;3;8072978
2024;11;59409824
2024;3;16433298
2024;7;15175438
2023;5;67771788
2024;4;4960526
2024;6;19854039
2024;1;129352937
2023;5;59349411
2023;10;85047465
2024;9;46516656
2024;8;45975520
2023;3;59141978
2024;5;4552326
2024;12;102937359
2023;6;34589560
2023;8;34701695
2024;1;11700156
2023;11;121099056
2024;6;23449305
2023;10;9214543
2023;4;4629806
2023;4;13948623
2024;5;59936568
2024;10;76265210
2023;10;81258748
2024;4;118698818
2023;9;86818730
2024;5;90475365
2024;12;33856842
2023;10;101772660
2024;4;46097742
2023;2;27492006
2023;2;53498364
2023;1;8178642
2024;8;33413674
2023;7;28815899
2023;12;41484884
2023;1;44630450
2024;3;54084132
2024;1;24747050
2024;10;35229454
2024;11;33300610
2023;7;6360045
2024;7;58621913
2024;11;60431644
2023;7;34467320
2024;10;17783852
2024;12;18984944
2024;10;23018712
2023;7;38844612
2023;9;17922292
2023;7;45841833
2024;10;83118735
2024;4;26865468
2023;1;13213449
2024;9;45944322
2024;1;29600836
2024;9;52908688
2024;12;23505945
2023;7;11609654
2024;8;16614486
2024;11;20144745
2024;4;13058847
2023;6;121895550
2024;7;18474975
2023;1;19546555
2023;4;140509446
2023;6;103462877
2024;8;16357052
2023;9;83157350
2023;12;17617330
2024;4;122834285
2024;10;35756396
2024;8;11618906
2024;1;17920599
2023;11;17240043
2024;9;15149288
2023;11;27751515
2024;8;101050584
2023;6;61158972
2023;8;33922230
2024;3;25569444
2023;8;36141204
2023;2;5869056
2023;8;28906746
2023;11;105826446
2024;4;18254958
2024;8;14526418
2023;8;5778288
2023;6;15190394
2023;9;59884575
2023;7;101370672
2024;5;46151538
2023;5;30198726
2023;3;143382260
2024;12;8800438
2023;1;61074048
2023;2;18191133
2023;7;17158860
2023;10;7660869
2024;4;33997188
2023;6;49146504
2024;2;50776932
2023;2;20482710
2024;10;6039202
2024;4;108489206
2023;11;15333370
2024;5;54430166
2023;3;54373242
2023;4;115601381
2024;9;98692455
2023;9;70942512
2024;9;53062368
2023;10;23141307
2023;1;17283182
2023;8;51955035
2024;10;25829778
2024;1;37915620
2023;7;5787863
2024;12;53253978
2023;1;9130724
2023;3;26782656
2023;5;116821313
2023;2;18858272
2023;11;26789019
2024;6;20367505
2024;5;30845171
2023;11;62250706
2023;9;74983325
2024;1;16893446
2023;7;59394876
2023;2;45856164
2024;12;9108032
2024;10;19975632
2024;5;22334190
2024;11;141750756
2024;3;36161376
2023;3;106677066
2024;5;30700058
2023;4;15403890
2023;1;139105484
2024;3;40918328
2024;3;55908860
2024;4;106431171
2023;4;8284317
2024;7;34270464
2024;10;104318893
2024;11;103431054
2023;9;55908048
2024;6;16136668
2024;3;18622323
2024;8;25669746
2024;7;20431320
2024;11;26398959
2024;6;103956660
2024;12;50984604
2024;7;39361903
2023;12;35074688
2023;9;5816268
2024;5;92396478
2023;10;11512784
2023;4;75496825
2024;2;6121961
2024;4;24689364
2023;3;17698517
2023;11;36100386
2023;6;8994195
2024;1;16897696
2023;9;8985421
2023;6;25917324
2023;7;32070759
2024;8;8110310
2024;10;23603109
2023;8;43854159
2023;8;52339473
2024;6;83981600
2024;4;92952504
2024;7;8563853
2024;7;23757570
2024;5;43369578
2023;9;67401384
2023;12;104433518
2023;10;120347952
2023;1;116745615
2024;1;43749601
2024;10;73148696
2024;1;85332965
2023;6;14966599
2023;5;33817282
2023;9;16654725
2024;6;104083091
2023;4;6128342
2023;8;69101804
2024;2;16648918
2024;8;63099302
2023;12;29643915
2024;2;108879534
2024;8;11979630
2024;6;141580110
2024;5;103387277
2024;8;54937414
2024;10;119397474
2023;8;25848776
2024;5;29670204
2023;8;141852396
2024;7;89910010
2024;2;119100464
2024;5;38925690
2024;6;92475170
2023;12;26821827
2024;6;20459832
2023;1;38629975
2024;7;8692214
2024;8;51921870
2024;10;34034245
2024;5;38014734
2024;10;15450987
2023;3;85424055
2024;2;38934744
2024;5;46448103
2023;9;54521994
2024;2;44343138
2024;2;35761320
2023;10;8916736
2024;1;40246310
2023;5;40815564
2023;8;34195628
2023;10;45721761
2024;2;30144078
2023;1;36063456
2023;12;19300644
2024;8;23809035
2024;9;51809172
2023;9;9174973
2023;8;72100828
2023;11;74317580
2023;1;117319797
2023;7;88199300
2024;4;11844858
2024;6;16116982
2024;9;53799030
2023;5;103866259
2023;11;117421780
2024;5;59684919
2024;7;99141980
2023;3;85460915
2023;11;26430870
2023;9;59407192
2024;6;103005476
2024;3;107342102
2024;9;19395708
2024;6;43513284
2024;7;30462720
2023;9;18019832
2024;5;49056498
2023;10;17304941
2023;12;84256015
2023;1;16849735
2023;6;51032280
2023;1;25162149
2023;7;12460389
2024;10;23224180
2024;8;52482759
2023;5;89943985
2023;6;36711930
2023;9;46206450
2023;6;39118310
2024;12;15710644
2023;3;104063280
2024;7;45854394
2024;6;37533956
2024;1;36905542
2024;4;8771238
2023;3;46511590
2024;8;60514653
2023;6;4949022
2024;6;7700301
2024;6;17745166
2023;4;43778345
2024;6;33443416
2023;7;47439792
